useful,reviewText,funny,cool
0,"Lakeside Cafe is THE stop on our bicycle rides around the northern part of Lake Champlain. Service is excellent; food is outstanding, coffee awesome.",0,0
0,"My boyfriend and I go the the Atherton market every Saturday to get breakfast from Roots. We love getting our food, sitting out in the sun and enjoying the market festivities. Some times there are animal adoptions going on. It is seriously my happy place. Farmers market, incredible food from a food truck and puppies? Incredible combination.  

The menu is always changing and we are both always pleasantly surprised. One time they had a pork tenderloin with a coffee rub....heaven. I was so sad when it was gone. I haven't gotten the chance to get lunch from them yet but if you follow them on facebook you can see where they are on a daily basis. The staff is always so nice and you can tell they put tons of though and creativity into their creations.",0,0
1,"Never thought I'd find one of these revolving sushi places here but this is amazing! The quality is really fresh and it's cheap! Great service, too. My buddy and I ate here and drank as well and it was only 50 bucks! Food that you want to order comes pretty quick if you want cooked items. Definite will come back.",0,1
2,"I have to say that the building and inside of the units are very nice.  Finding a nice place downtown is great as it is close to everything that you might want to do.

The issues are the lack of care or concern by the leasing staff of this establishment.  Because their is an HOA and the multiple issues that have been experienced are ""building"" related, they like to shift all blame and responsibility to the HOA.  Unfortunately what they don't seem to understand is that residents don't pay rent to the HOA.  We pay THEM!  I could handle all the issues of no hot water and no gas, which has happened on several occasions this winter, if the leasing office would just show a little more care and concern for the people who pay rent and therefore actually allow them to collect a salary.",0,0
4,"WORST SERVICE EVER. 

Do not ever go here...unless you'd like to get ignored. Then told that the food would be 45 minutes. Then, when the food finally arrives (wings on wings night?!), get told that you ordered the dish she brought when you clearly didn't. After the server confirmed the original order...twice cause she was clearly too dumb to remember or write it down. Pretty sure having a dipshit waitress fight with your table is NOT the way to earn repeat business or keep longtime customers. 

Whoever the owner is...you should fire the girl with the shoulder length blond hair. She's an idiot and just cost you 5 longtime customers. 

Went to 1600 instead and got the best service ever. Go there...don't go to this Woody's!",2,1
0,"The only reason I would give this restaurant any stars is because the food was great. My husband spent weeks researching the perfect place to take me for our 1st anniversary. He surprised me by taking me here because he said his research showed that it was romantic and would be a great anniversary experience. The hostess greeted us by telling us congrats on our anniversary. No other mention after that. We were sat an uncomfortable table amongst a very loud party. When I mentioned to the ""manager"" at the end our disappointment, he responded that we should have asked for a private table and that if we ordered a dessert they would have brought us a complimentary truffle.  Customer service would have been the manager approaching the table and wishing us a happy anniversary or something to make us feel even an ounce special. My husband was heartbroken there was no effort on their end when he had such high hopes for a ""magical"" dining experience, as the concierge at our resort told him it would be here. $120 we will never spend at this restaurant again. We will make sure to tell those who recommended to not recommend again.",0,0
4,"There are 3 levels to this airport. The 1st level is where you claim your baggage and pick up your rental cars. The 2nd level is where you'll find the security check and the tram. If the main security check is long, there is an alternative line... but you have to walk outside and circle back (not sure that it's worth it because it was a pretty long walk). The 3rd level is actually where you check your bags and print your boarding pass. Kinda wonky if you ask me. Once you get through security to catch the tram to your gates, there are a whole bunch of stores to shop at (they are too rich for my blood) and a hand full of restaurants to eat at. It's not the worst airport I've traveled to/through but not the best either.",1,4
1,"Toured a 1 Bedroom, 2nd story with fireplace (not included on 1st floor models). `While I'm not a tenant this is what I walked away with:

Pros: Price point, location to near by shops. Gated community. Full size appliances. Utilities covered Water, sewage, pest and trash. Pre-wired for Cox basic but optional. Low application, and admin fees.  Assigned parking included. Open guest parking.

Con: Cheap materials used for interior upgrades including dining room flooring. Looks nice but good have been applied better. Gate is open during open hours. On a busy street. $85 garage rent (month to month start and stop at will).

Neutral: Renter's Insurance required. Breed restrictions. No Pet deposit. Holding Fee. Deposit upon Approved Credit. State required 2.3% Tax",0,1
1,"Top level service for a service company is usually every customer's expectation.  Unfortunately M&M doesn't seem to have their ducks in a row.  

They were quick to come to the house to measure, but told me on the way out that it would be 6 full days before the ""boss"" would be back in town to provide a quote.  7 days passed and nothing, so I reached out only to be told it would take another 4 days because of ""technical difficulties"".  Huh?

So I requested the quote to be delivered within 2 days (or don't bother) only to receive an incomplete version and more promises of when the full quote would be available.  They missed that date too.  And BTW, they didn't seemed too disappointed when I told them I was not thrilled with the delay.  So now I'm 13 days since their initial visit and I still have no idea what my total cost would be.

If you value a customer first experience, you can do better than use this company.  Move on.  I have.",0,0
0,"Went with a group of 6 for my daughters birthday!  We had a reservation and were seated promptly!  We had various cocktails and each person exclaimed at how delicious they were and they all looked gorgeous!!  Each meal looked spectacular and mine was incredible.  The waiter was spectacular and explained menu item questions fully.  Very excellent waiter!!! We even got to meet Chef Christine from Season 6. She came out to our table, sat down & chatted and our waiter took a picture.  It was a total blast and we will definitly be back!!! EXCELLENT everything!!!",0,0
1,"Been going there for years. It used to be phenomenal, but it's still really good and better than average. They get a little complacent sometimes. Still worth a try for sure. Great egg rolls and won ton.",0,0
3,"Don't get me wrong, White Chocolate Grill is good and definitely a place I will go back to, but there is something that just doesn't click. Everything tastes good and the service is fast and efficient but it is more of a relaxed dinner that a meal you get excited about. I can't say for everyone I really don't like waiting a half hour for a table. Call me impatient I don't care,  I really do not think many restaurants deserve that title even on a Friday night. I do love that they have an entire menu for gluten free diners. It's so hard to find gluten free in restaurants don't even mention an entire menu! I was impressed! I ended up splitting artichokes with parmesan (ask for no bread crumbs) with my mom and got myself a chicken caesar. Both were decent. We did end up ordering a gluten free chocolate soufflé (make sure to specify that you want it gluten free because they had a normal version as well) which was amazing and I would definitely go there just for that. Overall a good family weeknight restaurant that is that is above average meal. Definitely a place to go if you have celiacs or are gluten intolerant.",1,0
1,"I love this place my favorite is truffle fries and Pimp shrimp this location is really pretty it's my first time @ this location the ambiance is really nice I just wish their service is a little faster, but the people here are really nice!!!  Food is always great no matter what! They also have chairs/tables outside to sit down. Also have decent amount of choices for beer!! My favorite drink is skinnyfats punch yum!",0,0
1,"The agent I used was more of a con man than a motivated selling agent. Multiple times I requested open houses and was told no, i was out of town 3 consecutive weekends and he only managed to show the house 3 times. The house went on the market late. He had an excuse for all the issues. Communication was horrible at best, then I got the office manager/broker involved and it improved for a little bit. The selling agent seemed more interested in getting me to sign a contract to work with them than selling my house. We did not even get a for sale sign until we were already in escrow. There were flat out lies from this office both to me and to the buyer. If I had the time I would have started over with a different brokerage. I was working with Team Lavert.

In response to Tamara F. 
You guys are like every con artist I have ever met. You have an excuse for everything and false promises. Your so-called pre-qualification likely discouraged people from looking. Only 1 person saw the house as far as I can tell. I am happy it is over and regret not firing you guys after the first weekend. You were also not involved in the process at all so you have very little footing. Were you aware that Lavert would not talk to me about the offer placed on my house until after the response time specified in the offer? I doubt it because you and I never spoke.",0,0
2,"Get there early.  The lines are long and the space is small.  I like the concept, but I think it has out grown its current space.",0,0
9,"Tacos De Juarez has been on my to-do list for awhile.  A few Sundays ago, my friend and I wanted to get something within walking distance of my place so we decided to finally check it out.  Lets just say this:  I had both lunch and dinner at Tacos De Juarez that day.

The red salsa is awesome.  The cheesiness of it all is heavenly.

Just talking about it makes me want to enjoy some right this minute.",5,7
1,"Went to dinner with friends 27MAR18.  First timers and was impressed by the ambiance.  Very clean and welcoming.  For appetizers, had the Picked Relish Tray and the Wings.  wings were tender, delicious and ordered a second helping.  The sauces were very tasty and kept me coming back for more.  For dinner we ordered a ton!  Hot Link, Fried Chicken and Ribs.  Sides galore, Greens, mashed Potatoes, Brussels Sprouts, Biscuit, Corn Bread, Cole Slaw and of course drinks.

Now the review......Wings, Fired Chicken, Greens, Sprouts, Biscuit all excellent.  Coleslaw dry and vinegary so if you like real southern slaw stay away.  Ribs horrible (very tough).  In fact, so tough we complained and asked they be taken off the bill.  Wait staff slow and it was empty there.  Our bad, we didn't check to see if they removed the ribs, they didn't!  All in all we would go back for certain items and steer clear of some.  Will be pricey, for both cocktails and food, so if price for some decent food isn't a concern, then try them out.",0,0
3,"The owner does good work but is beyond expensive she would charge u for breathing in the salon too, who charges separately for toner? 
Overall she did Gd work but I will not be returning due to the rip off",3,0
0,"Nice open place. Clean. Friendly staff.
I sat on a table in the sun. 
Had an Angus. Was nice. 
Another Harvey's I go to the customers get their own drink from the fountain and can just get refills as needed. In this one the staff serve the drinks from behind the counter. I didn't want to go and ask for more soda as there was a line of people ordering their food.",0,0
0,Really enjoy the atmosphere and fantastic food. The vegan menu is my go toooooooo !!!! Also the cocktails won't disappoint.,0,0
0,"We went here recently & had terrible service. Although we got seated right away, after 20 minutes we had to go grab a waitress to take our drink order. The service in general was not good. However, the food was pretty good. We won't be going back though.",0,0
1,My daughter and I are addicted to Poke. We decided to stop in here as it is next door to her school.  The service was good. Prices were okay.  Food was so-so. We both got the hawaiian tuna and spicy tuna.  The hawaiian tuna was a bit bland and the spicy tuna was more spice than tuna.  Overall it was okay.  I wouldn't run out to go here.,0,0
1,"Cleveland bagel is the perfect quick breakfast everyone needs! The line is usually pretty long, but it moves pretty fast. They have some indoor and outdoor seating, and parking out front and on the street. Now about the bagels... wow wow wow they are amazing!! They don't have a ton of flavors, but the flavors they do have are staples. I got the egg and cheese and I added avocado and onion on a plain bagel. The avocado was fresh and just the whole thing was delicious. I usually tend to go for a more sweet bagel, and at Cleveland Bagel they have a cinnamon cranberry. I love Cleveland Bagel, and I think many people can agree that they are the best bagels around .",1,2
1,"The line was wrapped outside, but we only waited 15. They got us moving pretty quickly. Would suggest some ropes for the ordering process for there was a number of people who  were confused.  We wanted to dine  in, but seating was scarce. Oh well, will try to come again when the fever cools. Would be nice to enclose the patio, so to maximize seating on these chilly days. :)   The Kickback  Chicken and Baby Potato Salad were yummy. Only wished we had a smidge more goat cheese (abt 1/2 tsp) on the Kickback, however; the biscuit was deliciously golden and done.   Maybe they rushed out our order since it was take-out.  Beignets were also good and may try with jam next time, plus  the yummy cheddar grits. Our tummies were pleased.",0,0
0,"This buffet is definitely a waste of time and money.   We waited for over an hour in line, only to go in there and see that over half the tables were empty.  Completely empty.  With a line still snaking around the thing.  

I realize that there are VIP guests who can march on through, but come on, there were empty seats ALL OVER!   We arrived at 8pm, and didn't get seated until after 9, when theoretically, we could have been seated within 20-30 minutes.  We were in a mad rush; they don't add more food at 10, and start packin' things up at 10:30.

There is a wide selection of food, but your money is better spent at Le Village (like someone else pointed out), or at the Spice Market Buffet (in the Planet Hollywood).",0,0
0,Some of the worst take out I've ever had. Way overpriced. The tofu tasted terribly. The water chestnuts tasted like cheese. ?????????????????????,0,0
27,"1st of all, they don't fully honor wayspa gift certificates!  I presented my $50 gift cert for my spa package and they said that they will only honor $40 of it.  ?!?!?!?!  No explanation was given except that's the way it is.

ALSO! - They have a coupon on their website for all these specials - they dont' even know what it is!  

Be careful when you call and book an appointment, they have so many different packages listed that the one I booked (from their website), was NOT on their printed spa menu and it was also not on wayspa.

The actualy service was mediocre.  Highlights included the ladies there trying really hard to do a good job (my pedicure was only mediocre, but she was very nice).  The facial was average with minimal extraction work.

I don't know if I would go back.  Despite them ripping off $10 from my package and NOT accepting their own website voucher (I did not argue with them as english communication was tough), the package was cheap.  Pedi / Head wash and facial for $85.

I would try a body massage next time - seems like something they would be okay at.  I do have to commend the ladies for trying to do a good job.",4,0
0,"Is ""zero"" stars possible? Rude staff, overpriced cake and not what I ordered. The person who sold me the cake told me two different prices as if she was sizing me up to figure out what to charge me. Since the bakery changed owners it has gone terribly downhill. Get a cake at Trader Joes next door, it will taste better and be half the price.",0,0
0,"Good location, right at the center of place des arts. Makes for a good meeting point as well. Tiny place, with small patio for the summer. More of a place to grab and go than to really relax or work, missing some of those comfy chairs.",0,1
1,"While looking for a dechlorinator, the fish guy on duty told me that boiling water removes chlorine but that it's bad for fish because it ""kills the trace elements."" This was interesting to me, as I did not know that trace elements could be ""killed."" It reminded me of the time a friend informed me that microwaving water kills the water's DNA. This was also interesting to me, as I did not know that water has DNA. But hey, I am an open-minded dude and love to keep up-to-date on the new sciencey info. I still bought the dechlorinator, though. 

They do have nice fish.",4,0
0,"I love Tropical Smoothie! I used to be a Jamba Juice lover but ended up preferring Trop over it. I commonly go through their drive through during happy hour (5-7pm) when we get the buy 2 get 1 free deal. However, there has been some instances where the cashier would charge us for the third drink and when we would mention the happy hour deal they would say it's invalid because we didn't tell them at the window... I think that rule is pretty ridiculous, you advertise it on your twitter and on your store window yet when people order 3 smoothies during 5pm to 7pm, you can't automatically assume that the happy hour deal is activated?! Anyways aside from their rule... I love the Bahama Mama with white chocolate or their Tropicolada! Two drinks are roughly $11 so it's not bad for the price.",0,0
0,This is a great spot for brunch with generous portions.,0,0
1,"I want to start out by saying that the food here was delicious. We enjoyed all of it. The beverages however, were not. The mango smoothie lacked mango flavor and my matcha iced was $6.5 CAD and the worst I've ever tried. The service was poor. Our waitress was spread thin and unable to take our order for quite some time. The entire brunch process took much longer than it needed to, from ordering to delivery of food to payment to to-go boxes. 

The real kicker: FOR FOREIGNERS: I am from the US. The waitress knew we were from the US when she began serving us and did not mention that they only take debit and CAD. It was listed on the menu  that they do. And if they take USD you must pay the bill matched, so if it's $85 CAD, you are responsible for $85 USD. There was a bank and atm down the street they directed us to. We had to leave our ID, and walk to the bank to discover that it was Sunday and of course closed. Conveniently or should I say inconveniently the atm machine was broken. So we returned embarrassingly counting our US dollars to the penny. 

Sure the food was great but I've never been anywhere that doesn't take credit card for a $200 bill. This place is not cheap at all so I really wasn't expecting it. Sure of you have rock bottom prices and really can't afford to take the hit of a credit card fee, I can understand. But this place had no excuse. My bill for a dish, gratuity included, tax and a drink was $25.",0,0
8,"Welcome to the present, GTA (looks at TTC in particular).  The one card to rule them all so far has had many ups and downs it seems.  I just got mine this week because tokens will be gone come next year for the TTC.  I never use any other transit in the GTA except the TTC and that includes GO, MiWay etc.  I just don't, for now.

The only thing I can really compare Presto to is Ventra which is Chicago's version which came out after the Presto system (2013 as opposed to 2009).  The reality is Presto has been around longer for the other transit systems in neighboring municipalities but the big integration is really for the TTC because we all know the TTC is a dinosaur.  The costs to integrate this or a system like this are already making news saying that there have been delays and cost overruns.  Wow, what a surprise... everything the TTC touches in some way basically is assumed to cost more than what they thought it would and take longer.  That's like a given, right?

I ordered my card pre-loaded online with 29 dollars on it (10 x TTC adult fares).  The new card is 6 dollars when ordering so it came out to 35 bucks.  It was mailed to my home about a week later.  I went online and created an online account to register the card.  Registering the card allows you various options to add value to the cards online as well as the ability to manage multiple cards with one online account.  There are also fare machines at stations like Kipling where you can load your card or just simply check the balance.

Still, this new fare payment system is sorrily needed.  What it will replace on the TTC end is tokens, tickets and maybe perhaps cash?  We don't necessarily need to have cash fares anymore.  Many of the other transit systems on our continent simply don't use it.  The thing is the electronic form of paying fares has to work.  Failure and then it's chaos.  In reading the Ventra reviews and in fact writing my own, I get to know the gist of the system but I don't know it inside out.  You never really will know the backend or support of a system until you actually have to deal with it or engage the dreaded ""customer service"".  

I've dealt with Ventra customer service and I was satisfied with my results.  I haven't had to deal with Presto yet so I'll reserve to change this review if the need ever arises.  That being said I'll remain neutral for now.  Tokens will be gone, face the facts and get with this new card TTC ridership.  The days of automation are upon us and only now have we somewhat caught up to what cities like Washington, DC have had for 3 decades or so.

The main difference between Ventra and Presto I can think of is that Ventra's cards are actually credit cards.  With the CTA you don't have to own a Ventra card to use for their transit but rather you can use your own tappable card such as a debit card (aka bank access card) or your own credit card.  For people that aren't good with dealing with purchases, registering for things online etc this could be a difficulty.  For NYC's MTA cards (plastic fare card) can be anonymous and have no affinity to individuals while tickets (paper with mag strips) can't be used for transfers from subway to buses etc.  

With any main infrastructure change in a very large transit system, bumps are to be expected.  How the system integrates and how they treat these challenges is fully yet to be seen but the full over change is on the horizon so it can and will be eventually worked out because it has to and we don't have a choice.",2,3
0,"One of the best burritos in town, fresh, well made, generous portions, great sauce...",0,0
0,"My wife and I have been looking for a new place and when we saw the Crave sign we figured we'd give it a try as we are ""good beer and bar food"" people. Although it's a smaller building, it has a good size bar and plenty of TV's at the bar. We sat at the bar and our service was great, answering all our questions about the menu and making some great suggestions. Both our appetizer and sandwiches were nice changes to what you find elsewhere. While they may be just a little high in price compared to other places, the beer prices were good and a great selection. We will definitely be going back and have already told some other people about it.",0,0
0,You can get some good deals here. The food court ain't too shabby. The outlet has a lot of good stores. Parking is ample.,0,0
3,"We pretty much took over the restaurant with our pre-Thanksgiving get together.  If they were overwhelmed, they didn't show it. The pizza and salads were served with a smile. They even made sure pizza's came out hot and fresh to the patio area where our overflow sat. My wine glass never went dry either. It felt like we were part of their family.  This was my first time here and I thought they did a great job. The pizza was excellent tasting also. Fresh, hot, bubbly cheese with Chunky toppings. Crust was not doughy and the sauce was flavorful. I did not have the salad but it looked delicious and full of stuff, not just a bowl of lettuce. Thanks to all for a special night!",1,3
0,"Ok pizza. Soft crust. Needs more indoor seating because the pizza boxes take up most of the tables. 

Also it's freaking cold when they leave the doors open in the winter!",0,0
0,"I really dig this place. Good food, chill atmosphere. I almost get the loaded baked potato meal every time. Can't go wrong with Mac and cheese anytime.",0,1
0,"We've stayed at the Mirage before and loved it and never had issues, but this time was way different. We left our room for 5 hours to go to a softball tournament and when we came back, my macbook pro, a graphing calculator and my husbands beats headphones were all stolen from our room. Someone came into our room, went through our things and then put things back to make it look like nothing had been touched. When we filed a report with security, seemed like they were hesitant to give any details on what they would look into or how much they would look into it. There are cameras in the hallways, you'd think they could just tell us that they would look at the video but couldn't even tell us they'd do that. They basically said that the police could investigate more if we file a police report. So we filed a police report so someone would do their due diligence",0,0
0,"Let me start by saying I've only ever ordered the food off GrubHub. However, outside of their mac and cheese, the sides are terrible. The rice and gravy is just a few grains of rice in a puddle of gravy. Rice and beans wasn't much better. I ordered fries ala cart and it was $5 for a small portion. Chicken and biscuits we're very good, above average. Didn't try waffles as I didn't think they'd deliver well.",0,0
2,"Dear Sugar Bowl, 

I love your location and your friendly service. I also love your ice cream menu-- the different things I can get that are sugary and delicious sounding. I like they you're very characteristic of Old Town Scottsdale and that you run a tight old-fashioned ship. However, I just don't like your ice cream. It's just...""OK."" You're just not as creamy as Mary Coyle and sometimes the compression in your crop has just too much air, giving me kind of a freezer burnt feel on my tongue. I still love you though. I hope that we can stay friends.

All the best, 
Frances",2,1
1,"Everything I tried here was delicious. The tacos, the torta, the chilaquiles wow. I highly recommend their tacos my favorite are the shrimp ones. Service is okay depends who you get, but they try. The restaurant has local artists' art displayes which they told me changes every quarter.",0,0
1,"My lawn was a jungle, Brian and his crew went from my call to perfect yard in less than 24 hours. Amazing service!!!  If your yard needs help u must call these guys",0,0
1,"first time i came here. the guy before me complaining of slow service at the parts counter. He might be another unsatisfied costumer for no reason. Now it's my turn, took me 30 minute to get my item which i preordered over the phone 3 days ago. Slowwwwww",0,0
0,"I was seen here a week ago for an initial visit due to having problems with my contacts. I was examined by Dr. Lehman, who looked at my eyes for a matter of 2 minutes total, proceeded to tell me my eyes are 'horrible' and that I cannot wear my contacts for the next three months. This came as a shock to me because I have never had any eye problems before. He didn't go into detail as to what was wrong besides the fact that I stare at a computer all day, I moved from the east coast and I don't take care of my contacts, he lectured me for several minutes about not wearing contacts and told me not to come back until June. I wore my glasses all weekend, but was not satisfied with the outcome of the visit. I went to another optometrist the following Monday, to have him thoroughly examine my eyes (he was wonderful) and explained that I had an allergic reaction to the silicone in my contacts. He went through many, many tests, fitted me for a new pair of lenses, adjusted my prescription and now I am wearing my trial lenses with no problems!! What a relief.. needless to say, I won't be coming back to visionworks.. they don't know what they're doing. The only plus was that they got me in for a same day appointment. Save your money and go elsewhere.",0,0
1,"The Flat Iron Cafe is a wonderful gem in the flats. With a myriad of drink options and an even more diverse menu. Regardless of what your craving is, The Flat Iron has it, burgers to bangers and everything in between. With its roots dating back over a hundred years, you are entering not only a landmark but also a tradition.

The bartenders are well versed in their drink repertoire. For an Irish pub they even have all the Irish whiskeys you could dream of, from special release Jameson to red bush. 

I had one of their specials of the day, the Heart Attack burger, with half off burger night, a $7 burger with two grilled cheese that melts in your mouth is beyond worth it.

The vibe is fun and friendly, especially for a Monday night. Come in with an empty stomach and an open mind and leave happy and feeling more Irish than you ever knew you were. I'm",1,2
0,"small dessert areas,  sushi  dishes and pizza are old ,.most of the dishes are low quality , small salad island and lack of fruits. all meat are chewy and tasteless. they don't have any dishes that catch our eyes . seating takes too long due to lack of experience. we saw so many empty tables scatter around . it took 48 minutes to be seated. they can learn from fast food restaurant employees",0,0
3,"I now understand the 5 star review and fully endorse it:

1. Complimentary wine
2. Perfectionist technicians 
3. Pedicure massage chairs that actually provide a legitimate massage (I've never thought this of any chair)
4. Large selection of colors (and brands)
5. Last, a final suggestion: make an appointment, because this place is booked (for good reason)",0,0
0,My husband and I stopped in looking for a dog to adopt. The odor hit you at the front door. The smell was so bad inside the room with the dogs I had to run out and throw up.  The place was filthy and the dogs nasty.,0,0
0,"Our last full day in Vegas and of course, we wanted to satisfy our Hawaiian Kine cravings.
Their mochi pancakes are AMAZING!! My family and I loved it! It was so hard to decide what we wanted even though the menu was minimal. The portions were generous so you'll never leave hungry. Everything tasted so ono!! We'll definitely be back on our next visit.",0,0
6,"Another cute little beer bar in a neighbourhood that has an excellent selection already, maybe that's why it's taken me a while to get there. But I'm glad I did! I like how small it is, and how it feels a bit like a neighbourhood secret. The beer list was great as well, about 20 local beers on tap with about half I hadn't seen before, and the other half tasty local classics like the Yakima and Saison du Tracteur. There was a sizable cocktail list too, which I didn't get into, but it's good to know you can go here with your non-hoppy non-gluten buddies. 

The service was super friendly, helpful and easy going. The food was ok, the popcorn shrimp seemed fresh and light and I liked the salad they came with. The cheese burger had nice flavours but the fries had a strange mild after taste that I couldn't quite pinpoint but didn't love - maybe they are using an oil in the fryer that personally I don't like? Or a seasoning?

Anyway, decent little bar! In the area I love Vices, Isle de Garde, Harricana the most, but can see myself coming here as well. There's a super cosy little private room in the back that would be awesome for some intimate small group beering.",0,6
0,This place is a total joke!!!! Lock you out at 4:30 and tell you to use self-service and self-service takes your money and gives you no label. Try to bring it to the attention of the staff and they just ignore you.,0,0
0,"I absolutely love that I don't have to travel so far from home to have amazing food & boba tea! It is delicious, and a great place for the whole family to come and enjoy amazing food and drinks! I am so happy that I found out about zero degrees because it's also very affordable",0,0
0,"A very kid friendly place to have a BBQ meal. You order your food as if you were in a cafeteria setting. You grab a tray, grab your drinks, and go up to the counter to order your meal. Then you push your tray along and grab your sides. Once you got everything and paid for your meal you find a seat inside or head outside (if it's not too hot) to sit at a park bench. You eat for free on your birthday so be sure to bring something to verify your birthday. We even had the opportunity to be greeted by Joe himself as he made his way from table to table asking how things were and to thank you for coming to visit. I thought that was very classy. We will be back once we are in the mood for more BBQ. 


Visited April 2012",0,0
0,"Very good food, terrific spacing with plenty of room. The BBQ mopped ribs where SOO good! The Mac&Cheese was extremely tasty with a nice balance. Not to cheesy, not to dry! And for the size of the serving the prices are fairly reasonable. Definitely recommend this place to anyone who enjoys so good BBQ. Will be back again!!!",0,0
2,"I've been here a few time and got ok service but this last time I was there was so bad. Right when we got in the host was eh. Wasn't feeling welcome at all. We got seat and our server came and took our orders but he was not friendly what so ever. When our food arrived we had no utensil. Had to ask for it. Every time he came back to check up on us the was talking and walking away from us. Like what the f!  When he brought our bill he accidentally hits out friend on the face with it. The apology he gave was so fake. Anyways beside him ruining our lunch the food was good. The best part was the dessert. The pizookie ! Overall restaurant it was very family oriented, place was clean. Hopefully they can up the standard on costumer service a bit. At least fake it good.",0,0
0,"Nothing was good at all

Soup blah
Meats blah
Side dishs blah blah

Take the 10-15min trip to Vegas for good korram foodm",0,0
1,"A Canadian institution, if ever there was one. 
 The chicken is still good, although most of the ""diversify or die"" options are pretty innocuous and the ribs are horribly overpriced [like all ribs, in all restaurants].
 I remember eating at the first one opposite Varsity Stadium in the early 1970s. Of course the portions were twice as large back then, but what really stood out were the INSANE prices on the liquor and wine menu. I don't know who was running F&B back then, but their bottles of wine were literally half the price of other places and you could get a shot of Remy Martin VSOP for slightly over the cost you paid when you filled out those cheesy slips of paper with tiny pencils at the LCBO up on Dupont.
 It was the cheapest place to tie one on in all of Toronto, if you didn't mind the blue rinse set [and they didn't mind you]. We'd get buzzed there and then go to the El Mocambo for the rest of the evening...happy days.",1,1
3,"Great, and quick. And convenient location. They only take about 1 cent on the dollar for USD-CAD exchange much better than the bank. If you're traveling.",0,0
0,"I came to visit family in the area, they took me to Aioli's new restaurant, i ordered the California Burger and an Apple Pie Float.  The food was TO DIE FOR. I haven't had an apple pie float before, very good, i think i will order again when i come back into town. Service was excellent, decor was simple, but welcoming, location is perfect. Can't wait to visit again!",0,0
2,"Mediocre AYCE sushi restaurant.  The service is just ok. They are not very attentive or friendly. 
The food was equivalent to the service.  Most of the sashimi was not fresh and appeared dry, so not edible.   Tried the beef short rib which was 90% fat and 10% meat.  Overall not a great dining experience and not worth the cost.  This place is no comparison to spoon and fork which is across the street.",0,0
0,Filet mignon nachos are amazing! The free house margarita with the yelp check in was really great too,0,0
0,Staring from Tony all the way to John and the staff are amazing they know there job very well as long you tell them everything and you email them your doctor visits everything they will take care of you this is more then a law office they become family as they get to know you and protect you in every way lawyers are always there when you need them I highly recommend this office if you want to lose your case then go somewhere else this office is only for winners when responding to emails to answering calls they are the best NATAShA answer so many questions I even fell bad for emailing her so much but she was always there within minutes she will reply back that's customer service if you don't want to be a lone in your case hired the best and don't be shy get to know the office get there emails ask questions and believe me they will do there part ... from the bottom of my heart I say thank you to everyone that made my case smooth and help thank you .,1,0
6,"Test drove and was ready to purchase camaro with advertisement on windshield ""up to 20% off.""  When the manager comes back with the price he says that vehicle doesn't qualify for the 20%.  So why put that on the windshield to begin with?  False advertisement on their part.",0,0
0,"A package was supposed to be delivered yesterday to my salon, but I wasn't there. Got an email last night saying package was delivered to receptionist/ front desk @ 11:13am, but problem was we didn't open up shop until 1pm. Checked the cameras and saw the mail guy walked to the door at 11:15am, tried to open and then walked off with the package. Now I'm calling them and no one is picking up the phone. Everyone front this post office is off on holidays today or what?",0,0
1,"I have been to fifty one on four occasions and I witnessed a fight on two of those four nights. There is a thuggish vibe about the place that I haven't seen since I lived in Myrtle Beach. The last time I was there, I did not feel safe and vowed to never return. I do not like speaking negatively about anyone, but if you want to have a good time without being hit on by thugs all night, i would suggest ANY other bar within a five mile radius.",2,0
1,"This was probably the worst tropical smoothie I've been to. When we walked in, we weren't greeted for like 10 minutes. The only worker was making smoothies, which I understand, but at least he could have said something like ""I'll be right with you guys"". Once we made our order (2 smoothies and a half sandwich), it took 20 minutes for him to make it. Not only that, but my half sandwich looked like he just slapped some meat and veggies on the bread and called it a day. I hope next time I come here the service is a little better because this is the closest tropical smoothie to my house. Otherwise I will just go to the one on Blue Diamond.",1,1
2,"First of all Rio is off the strip.  Not much glitz and glamour about this place.  Considering it's Vegas it is a bit on the lack luster side.

One upside is the rooms are huge!  It looks like a condo almost.  We had two connecting rooms and it perfectly accommodated a dozen inebriated grown men.  The bathrooms were clean and the beds we comfortable.  We had three couches combined on all two rooms with a dining table that we filled with beers, snacks, and liquor.

They had two excellent buffets downstairs. We opted for the classic buffet and for the price of $26, it was well worth it.  Go for the prime rib and the sirloin steak if you love meat.  They also had a section of decent Chinese food.  They have a 24-hour cafe that serves steak and eggs and good burgers.  One huge upside for me was they had a Coffee Bean right off the elevators.

One star got knocked off for the pools.  It was so SAD!  They closed really early for a Saturday and the music selection was horrible.  Plus it feels weird to swim around with beers next to the kiddies enjoying their summer vacation.

The only way I will return here is if I had to accommodate a huge party.  Other than that, my business needs to go elsewhere.",1,1
0,"Dissapointed.
I went here on my birthday and waited an hour to get a mani & pedi.  At first i didnt mind waiting but when it was my time to get it done it was bad.  The lady that did my toes was rude and didnt do a good job. She complained my toes were horrible and complained over and over.  Like lady if my toes werent bad why would i visit you guys, duh!. If i am ever in town again i will go elsewhere.  The only thing i liked was the massage chair, that is it.",1,0
